Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
1262,Ford,2001,5.1,Electric,Manual,220073,New,60889.82,Fiesta
539,Tesla,2002,5.1,Petrol,Manual,270628,New,59783.97,Model X
882,Honda,2009,2.2,Electric,Manual,142770,Like New,70651.99,CR-V
903,Honda,2017,5.9,Diesel,Manual,233725,New,76283.55,Fit
84,Mercedes,2005,2.2,Electric,Manual,160389,Like New,70056.35,E-Class
2104,Ford,2020,3.8,Hybrid,Automatic,88754,New,93504.73,Explorer
1201,Honda,2008,5.1,Petrol,Automatic,68247,Used,81206.92,Accord
1310,Audi,2005,5.2,Electric,Manual,164361,Used,23914.16,Q7
1227,Ford,2013,3.0,Petrol,Manual,127378,Like New,30006.03,Explorer
2131,Tesla,2010,2.9,Diesel,Automatic,120179,Used,20120.65,Model Y
1750,BMW,2006,5.1,Hybrid,Manual,15861,Like New,73719.07,3 Series
271,Audi,2023,4.0,Electric,Manual,201675,Used,53772.43,A4
1272,Ford,2011,2.1,Diesel,Manual,173217,Used,96304.87,Fiesta
1260,Mercedes,2002,5.9,Hybrid,Automatic,123649,Like New,91256.46,GLA
2061,Tesla,2009,2.7,Petrol,Manual,248123,Like New,70129.8,Model X
2264,Tesla,2019,2.6,Petrol,Automatic,291727,Like New,82465.8,Model S
1600,Audi,2014,5.2,Hybrid,Manual,241443,Used,93363.35,A3
1961,Toyota,2001,4.6,Diesel,Automatic,216897,New,90870.69,Corolla
1030,Ford,2004,1.4,Hybrid,Manual,97819,Like New,64063.13,Fiesta
430,Audi,2013,5.4,Diesel,Automatic,159950,Used,43837.32,Q5
2005,Honda,2023,3.4,Electric,Automatic,248029,Like New,23820.33,Accord
2194,Ford,2004,5.1,Petrol,Manual,38886,Like New,40143.35,Focus
2205,BMW,2014,2.5,Petrol,Manual,35797,Used,45092.24,X5
459,Audi,2001,5.9,Electric,Manual,241324,Like New,19070.54,Q5
79,BMW,2003,5.5,Electric,Automatic,161929,Used,96941.02,X5
2430,Toyota,2015,5.4,Electric,Manual,63924,Like New,48533.45,Corolla
2133,Audi,2023,2.5,Diesel,Manual,120403,New,47677.53,A4
33,Toyota,2022,1.5,Hybrid,Automatic,50812,Used,92009.61,Corolla
2125,BMW,2008,4.8,Electric,Automatic,7176,New,12364.18,X3
1350,Audi,2020,1.1,Electric,Manual,101131,Like New,9455.33,Q7
2244,Mercedes,2001,4.1,Diesel,Automatic,40491,Like New,5931.77,E-Class
381,Ford,2017,4.0,Electric,Automatic,31589,Used,37203.39,Fiesta
227,Toyota,2003,5.8,Hybrid,Manual,224589,Like New,88481.26,Corolla
1995,Audi,2001,3.5,Hybrid,Manual,294721,Like New,54493.53,Q7
1193,Mercedes,2021,1.6,Hybrid,Manual,33593,New,38453.16,E-Class
716,BMW,2011,5.1,Hybrid,Manual,33717,Used,73682.2,3 Series
1763,Ford,2022,5.0,Diesel,Automatic,33800,New,77007.66,Fiesta
687,Mercedes,2020,2.4,Petrol,Automatic,218220,Used,64427.86,C-Class
2132,Tesla,2020,2.4,Petrol,Manual,247439,Like New,6433.36,Model X
2485,Honda,2005,5.7,Petrol,Manual,191239,Like New,59222.42,Civic
306,BMW,2002,4.3,Hybrid,Automatic,205383,Used,54541.42,X3
210,Mercedes,2020,3.4,Petrol,Automatic,54691,Like New,76528.36,C-Class
2154,BMW,2000,3.4,Electric,Manual,61600,Like New,18891.04,X5
1671,Audi,2009,2.9,Hybrid,Manual,208467,New,99541.32,A3
2478,Mercedes,2009,1.4,Petrol,Automatic,223059,Like New,61703.53,GLC
1072,Mercedes,2022,3.8,Petrol,Manual,121266,New,32860.28,GLC
1935,Audi,2009,5.3,Electric,Automatic,77123,Used,98137.19,Q7
1138,Tesla,2002,3.4,Diesel,Automatic,202259,Like New,91620.23,Model 3
2008,Ford,2010,3.6,Petrol,Automatic,237784,Like New,54845.68,Fiesta
938,Toyota,2008,2.3,Diesel,Automatic,251366,New,56563.48,RAV4
192,Audi,2009,5.5,Diesel,Manual,205599,Like New,9730.07,Q5
1212,Toyota,2023,3.0,Electric,Automatic,59030,New,70061.18,RAV4
1076,Toyota,2022,5.2,Diesel,Manual,170914,Used,47149.43,RAV4
2457,BMW,2009,3.6,Electric,Manual,118194,Like New,94713.45,5 Series
484,Tesla,2004,1.7,Electric,Manual,224582,Like New,96270.09,Model X
2384,Mercedes,2018,2.2,Petrol,Automatic,188499,Used,8823.45,E-Class
1605,Honda,2010,4.6,Hybrid,Automatic,255931,Used,23461.55,Fit
278,Ford,2012,4.6,Petrol,Manual,192081,New,83194.08,Fiesta
1509,Toyota,2023,3.1,Petrol,Automatic,255035,New,73997.21,Corolla
222,Ford,2004,2.0,Electric,Automatic,281035,Used,24655.78,Fiesta
1230,Mercedes,2003,1.8,Diesel,Automatic,55773,New,38570.1,C-Class
572,BMW,2012,2.0,Electric,Automatic,72746,New,48216.46,3 Series
412,Audi,2002,3.0,Diesel,Manual,87493,New,91162.56,Q7
1314,Mercedes,2000,1.4,Electric,Manual,36491,New,27698.24,E-Class
1678,BMW,2023,1.3,Hybrid,Manual,93542,Like New,39098.8,5 Series
2179,Toyota,2019,5.0,Diesel,Manual,269915,Used,73796.14,Camry
586,BMW,2018,1.9,Electric,Manual,209137,Used,13926.56,X5
1731,Toyota,2009,1.6,Hybrid,Automatic,1379,Like New,30146.02,Prius
2020,Ford,2012,1.3,Petrol,Automatic,113805,Like New,74824.66,Explorer
2494,Ford,2014,6.0,Diesel,Automatic,94791,New,33847.1,Focus
1564,BMW,2011,2.6,Hybrid,Manual,153868,Like New,49235.03,3 Series
675,Tesla,2013,4.8,Petrol,Automatic,232842,New,41224.51,Model X
1178,Ford,2005,5.7,Diesel,Manual,2460,Like New,83241.03,Mustang
856,BMW,2019,2.3,Petrol,Automatic,166020,Used,56575.7,X5
448,Tesla,2013,5.7,Petrol,Manual,179340,Used,52187.08,Model Y
1906,Tesla,2020,4.5,Hybrid,Automatic,278245,New,45294.78,Model Y
1531,Ford,2003,3.0,Electric,Manual,73414,New,33048.47,Mustang
223,Mercedes,2003,1.3,Electric,Automatic,101732,New,80585.93,GLA
1725,Honda,2015,1.3,Diesel,Manual,158987,New,7085.58,Accord
2226,Tesla,2013,1.1,Petrol,Automatic,269072,Like New,28597.68,Model 3
1629,Toyota,2022,3.5,Petrol,Automatic,7274,New,87156.36,Camry
1557,BMW,2012,5.7,Diesel,Manual,128344,Like New,35579.68,5 Series
970,Tesla,2009,5.0,Petrol,Manual,195457,Like New,91190.24,Model Y
46,BMW,2017,1.5,Hybrid,Automatic,87945,Like New,16167.56,5 Series
2190,BMW,2023,3.7,Petrol,Manual,19995,New,71685.11,3 Series
2365,BMW,2001,4.4,Petrol,Automatic,146874,Used,78191.59,5 Series
295,Audi,2001,4.5,Petrol,Automatic,91627,Used,21684.35,A4
1160,Toyota,2019,4.2,Diesel,Automatic,58097,Used,13322.64,Camry
589,Mercedes,2023,2.7,Diesel,Automatic,285428,Used,33417.38,GLC
2054,Honda,2013,5.6,Electric,Manual,254271,New,39292.09,Civic
258,Ford,2001,4.8,Petrol,Automatic,130613,Like New,63144.71,Focus
2064,Audi,2002,3.6,Hybrid,Manual,206518,Like New,90416.6,A3
2467,Audi,2016,1.8,Electric,Manual,64471,New,82920.85,Q7
927,Audi,2017,3.5,Electric,Automatic,99143,New,45274.04,A3
2119,Tesla,2019,4.4,Electric,Automatic,148188,Used,53775.18,Model X
2298,Tesla,2022,6.0,Hybrid,Automatic,249220,New,38756.93,Model 3
437,Honda,2020,5.5,Electric,Automatic,95213,Used,87147.83,Fit
977,Honda,2011,3.1,Petrol,Manual,172109,Used,96460.36,Fit
2037,Tesla,2013,2.6,Electric,Manual,173497,New,66927.17,Model X
394,Honda,2016,1.8,Diesel,Manual,219700,Used,34609.91,CR-V
426,BMW,2000,5.4,Electric,Manual,94594,New,13684.37,X3
535,Audi,2019,1.9,Diesel,Automatic,40934,New,53545.84,A4
31,BMW,2020,1.0,Hybrid,Automatic,132915,Used,71916.68,X5
1643,Mercedes,2006,3.1,Diesel,Automatic,35326,Like New,38067.23,GLA
2082,BMW,2003,1.7,Hybrid,Manual,88552,Like New,67674.17,X5
1147,Honda,2007,4.2,Hybrid,Manual,108352,Like New,18330.66,Accord
747,Toyota,2010,2.3,Diesel,Manual,32356,Like New,94478.13,Prius
1751,Ford,2000,5.4,Electric,Automatic,91707,Used,41260.39,Mustang
1985,BMW,2022,1.9,Petrol,Manual,43923,New,69919.28,3 Series
1269,Mercedes,2007,4.0,Diesel,Manual,75992,New,41812.25,GLC
2343,Ford,2016,4.4,Diesel,Manual,15457,Like New,45414.47,Explorer
1719,Ford,2012,5.4,Hybrid,Manual,122196,Used,69005.74,Focus
2213,Mercedes,2022,5.9,Electric,Manual,168082,Like New,18404.29,GLA
1413,Toyota,2012,1.8,Diesel,Automatic,4131,New,69921.92,Corolla
1712,BMW,2003,2.2,Hybrid,Automatic,206205,Like New,28978.91,X5
2013,Ford,2011,1.4,Petrol,Manual,76422,Used,25236.24,Focus
345,Mercedes,2019,1.1,Hybrid,Automatic,286885,Like New,25199.35,E-Class
557,Tesla,2009,2.2,Diesel,Automatic,144526,Like New,79238.71,Model X
1424,Mercedes,2020,4.5,Electric,Automatic,192416,Used,69553.2,E-Class
1038,Audi,2013,4.3,Petrol,Automatic,189060,Like New,15495.96,A4
681,Tesla,2021,3.0,Electric,Automatic,14497,Like New,55708.14,Model X
2230,Toyota,2002,4.0,Electric,Automatic,174904,New,19390.86,Prius
1107,Audi,2001,5.4,Petrol,Automatic,93778,Used,8434.5,Q7
571,Mercedes,2023,2.5,Petrol,Automatic,220010,New,10456.34,GLA
353,Mercedes,2021,4.8,Petrol,Automatic,188088,Used,99072.6,C-Class
92,Honda,2018,2.5,Diesel,Automatic,54078,Used,11713.74,CR-V
1211,BMW,2013,1.6,Electric,Manual,48478,New,67207.07,X5
2107,Audi,2001,3.2,Petrol,Manual,152606,Like New,37000.75,Q7
1271,Audi,2021,2.9,Diesel,Automatic,258852,Like New,57578.84,A4
2277,Toyota,2012,5.8,Petrol,Automatic,278252,Like New,48512.26,Camry
262,BMW,2017,4.4,Electric,Manual,71468,New,31288.4,X3
1463,Mercedes,2008,2.3,Diesel,Manual,118065,New,60906.19,E-Class
749,Mercedes,2018,2.8,Electric,Automatic,297019,New,85269.3,C-Class
1412,Mercedes,2010,3.9,Diesel,Automatic,19465,New,74549.33,E-Class
1766,Toyota,2003,1.8,Diesel,Manual,257653,Used,92975.9,Camry
2438,BMW,2003,1.9,Diesel,Automatic,274805,Used,69330.2,3 Series
1384,Mercedes,2022,3.9,Hybrid,Automatic,15909,Used,94768.92,GLA
1005,Audi,2023,4.0,Petrol,Automatic,55786,Like New,32778.28,A4
568,Mercedes,2014,3.4,Electric,Automatic,22072,Like New,56874.38,GLC
323,Ford,2004,2.6,Hybrid,Manual,158279,New,38776.63,Fiesta
1894,Toyota,2012,2.0,Petrol,Manual,255027,Used,85805.52,RAV4
2084,Honda,2015,2.0,Electric,Manual,134476,Like New,7935.23,Accord
349,Toyota,2000,2.6,Petrol,Automatic,269013,Like New,35653.47,Corolla
1090,BMW,2004,5.3,Hybrid,Manual,255033,Used,8218.17,3 Series
1851,Ford,2008,4.8,Petrol,Automatic,253856,Like New,14101.51,Mustang
301,Ford,2007,2.0,Diesel,Automatic,182124,Like New,89925.46,Mustang
1659,Honda,2004,5.6,Hybrid,Automatic,166052,Used,95620.03,Civic
1317,Tesla,2002,5.4,Diesel,Automatic,49294,New,5558.56,Model Y
2015,Toyota,2009,5.2,Hybrid,Automatic,232131,Used,37623.96,RAV4
1011,Toyota,2019,4.8,Petrol,Manual,113415,Like New,55556.15,Corolla
965,Mercedes,2004,1.4,Petrol,Automatic,152254,Like New,57898.25,GLA
2370,BMW,2005,5.2,Electric,Manual,149967,New,56141.29,X3
2356,BMW,2016,3.1,Diesel,Manual,283869,New,56377.17,5 Series
1129,Audi,2011,1.1,Diesel,Automatic,187453,New,76515.33,A3
316,Toyota,2001,2.3,Petrol,Manual,281039,New,14527.21,Corolla
2070,Honda,2011,1.4,Hybrid,Automatic,255397,Like New,62796.5,Fit
454,Toyota,2022,3.3,Diesel,Manual,94626,New,46011.26,Corolla
914,Ford,2010,5.0,Diesel,Automatic,164982,Like New,63329.54,Focus
602,Ford,2018,3.2,Electric,Manual,56731,Like New,12608.76,Focus
176,Ford,2003,4.5,Diesel,Automatic,180116,Like New,37930.84,Fiesta
901,Ford,2010,3.9,Hybrid,Automatic,33298,Used,15334.73,Mustang
2273,Honda,2003,5.1,Diesel,Manual,125721,New,99578.74,CR-V
1299,Tesla,2022,1.4,Electric,Manual,180889,Used,56477.64,Model Y
38,BMW,2021,3.2,Diesel,Automatic,282346,New,40155.51,5 Series
975,Audi,2006,3.3,Electric,Automatic,140721,New,87327.78,A4
124,Toyota,2007,5.6,Diesel,Manual,180564,Used,95981.89,Corolla
1742,BMW,2007,5.3,Petrol,Automatic,231609,Like New,69094.68,3 Series
2419,Tesla,2011,2.1,Petrol,Manual,279087,Used,16712.21,Model X
40,Tesla,2001,1.0,Diesel,Manual,247181,New,14346.62,Model X
2417,BMW,2010,4.5,Diesel,Manual,243153,Like New,84913.44,5 Series
2010,Audi,2021,2.2,Hybrid,Manual,3273,New,36792.44,A3
1772,Honda,2013,2.4,Electric,Automatic,293427,New,89103.42,CR-V
1966,Ford,2000,4.0,Petrol,Manual,116869,New,67173.69,Fiesta
1499,Ford,2023,2.3,Petrol,Automatic,162553,Used,70936.28,Fiesta
635,Mercedes,2021,2.6,Petrol,Automatic,90045,Used,63590.12,GLA
1967,Toyota,2022,1.8,Petrol,Automatic,257716,Like New,55114.42,Camry
580,Audi,2012,3.1,Electric,Automatic,79400,Used,53144.42,Q5
1536,Tesla,2014,2.9,Hybrid,Manual,21996,Like New,40818.37,Model X
893,Audi,2009,3.9,Hybrid,Automatic,49396,New,28199.42,Q7
781,Mercedes,2002,4.6,Electric,Manual,223274,New,76403.56,GLA
160,Ford,2020,2.8,Petrol,Automatic,264038,Used,43132.73,Fiesta
1653,Toyota,2016,2.7,Diesel,Manual,48807,Like New,42708.54,RAV4
1152,Honda,2014,2.3,Electric,Automatic,262063,Like New,59853.9,CR-V
62,Honda,2020,5.2,Diesel,Automatic,145512,Like New,47162.21,Accord
850,Mercedes,2009,2.7,Hybrid,Automatic,21101,Like New,68634.17,GLC
1545,Ford,2008,3.4,Hybrid,Automatic,230487,New,29100.96,Explorer
2411,Audi,2015,4.8,Diesel,Manual,75976,Like New,72824.5,A4
1044,Audi,2011,3.5,Diesel,Manual,73230,Used,7975.57,Q7
2204,BMW,2006,1.6,Diesel,Automatic,20641,Used,51174.28,X3
2167,Audi,2017,3.5,Diesel,Manual,114463,New,5022.86,A3
54,Audi,2007,2.2,Electric,Automatic,147733,Used,19993.56,A4
1547,Ford,2012,2.2,Petrol,Manual,162217,New,63775.3,Fiesta
506,Toyota,2005,5.9,Petrol,Automatic,189340,Used,42277.91,Corolla
753,Honda,2018,2.8,Hybrid,Manual,196322,New,43128.06,Fit
1380,Mercedes,2013,5.0,Electric,Automatic,2526,Like New,7102.22,GLA
1422,Mercedes,2019,3.8,Diesel,Automatic,58541,Like New,84064.87,C-Class
1392,Toyota,2000,3.7,Diesel,Automatic,287442,Like New,34750.31,Corolla
2375,BMW,2020,1.7,Petrol,Automatic,256055,Like New,7630.54,3 Series
2284,Mercedes,2015,6.0,Petrol,Automatic,235847,Like New,17213.97,GLA
772,Audi,2013,4.4,Hybrid,Manual,274444,New,20868.82,Q5
2339,Ford,2019,5.8,Diesel,Manual,215888,Like New,46862.09,Mustang
2235,Ford,2023,4.8,Diesel,Manual,27684,Like New,58288.09,Fiesta
1194,Mercedes,2015,5.4,Hybrid,Automatic,208260,Used,45721.54,GLC
1190,Mercedes,2013,3.3,Electric,Manual,12204,New,25381.32,C-Class
1899,Audi,2006,5.8,Diesel,Manual,79311,Like New,89526.99,Q7
1819,Ford,2017,2.7,Hybrid,Manual,30921,Like New,44583.46,Fiesta
1866,Toyota,2014,3.2,Electric,Automatic,210323,Like New,29390.09,RAV4
1191,Mercedes,2005,2.8,Petrol,Manual,269538,Like New,97851.95,GLA
964,Audi,2020,2.4,Electric,Manual,129544,New,10870.41,Q5
1667,Honda,2021,3.2,Electric,Manual,283390,New,67088.41,CR-V
399,Tesla,2002,3.3,Hybrid,Automatic,148182,Used,89434.74,Model X
585,Tesla,2012,5.1,Diesel,Automatic,107009,Used,71472.1,Model Y
949,BMW,2023,5.4,Hybrid,Manual,147278,Used,58735.06,X3
705,Tesla,2022,2.7,Electric,Manual,274383,Like New,14547.0,Model 3
432,Tesla,2002,4.7,Diesel,Manual,5914,Used,24001.54,Model Y
293,Ford,2012,5.0,Hybrid,Manual,159156,New,97099.92,Explorer
1852,Ford,2020,2.7,Petrol,Manual,239419,Used,52019.54,Fiesta
1445,Tesla,2005,1.5,Hybrid,Manual,281892,New,93735.68,Model Y
1602,Mercedes,2021,4.5,Petrol,Manual,249045,Like New,35442.74,GLC
3,Audi,2013,4.5,Electric,Manual,181601,New,44402.61,A4
577,Mercedes,2022,4.8,Hybrid,Automatic,175050,Like New,48494.35,E-Class
1791,Mercedes,2001,5.6,Diesel,Automatic,117286,New,37364.26,C-Class
340,Toyota,2022,6.0,Petrol,Automatic,6277,New,12817.89,RAV4
1106,BMW,2023,3.7,Diesel,Automatic,153144,Used,44399.6,5 Series
926,Ford,2020,1.3,Hybrid,Manual,130878,Like New,64408.86,Explorer
266,Toyota,2006,2.0,Petrol,Manual,137405,Used,63401.95,Camry
377,Toyota,2002,5.9,Hybrid,Manual,165458,New,98645.75,RAV4
272,BMW,2013,4.3,Electric,Manual,113920,Like New,81910.79,5 Series
697,Toyota,2021,3.5,Hybrid,Automatic,264237,New,17022.85,RAV4
1619,Toyota,2011,1.7,Electric,Manual,17241,Like New,16614.03,Corolla
245,Mercedes,2020,4.5,Diesel,Automatic,58105,Used,92711.83,C-Class
1652,Audi,2016,5.6,Petrol,Manual,57748,Used,8192.92,Q5
477,BMW,2015,5.3,Diesel,Manual,248827,Like New,57391.58,X3
1179,Tesla,2013,2.3,Electric,Automatic,72356,New,39032.96,Model S
1196,Mercedes,2013,2.9,Hybrid,Manual,53365,New,77791.17,E-Class
1286,Mercedes,2003,5.8,Diesel,Automatic,54333,Like New,42708.0,GLC
1166,Tesla,2008,5.6,Hybrid,Manual,4694,New,94721.61,Model 3
2253,Honda,2020,2.4,Hybrid,Manual,152842,New,71515.17,CR-V
251,Tesla,2002,5.0,Electric,Automatic,280083,Like New,79352.23,Model S
414,Audi,2001,3.9,Electric,Manual,125607,Like New,96779.22,Q7
2412,Mercedes,2007,2.5,Hybrid,Manual,233208,Like New,8495.4,C-Class
2081,BMW,2015,4.1,Hybrid,Manual,231897,New,17594.09,3 Series
311,Tesla,2011,1.4,Hybrid,Automatic,161848,Like New,69397.95,Model S
894,Tesla,2012,3.0,Hybrid,Manual,31912,New,45917.01,Model S
2423,BMW,2004,1.8,Diesel,Automatic,185153,Like New,56201.4,X5
16,Ford,2010,3.9,Electric,Automatic,240904,Used,21796.16,Mustang
722,Audi,2002,5.9,Petrol,Automatic,175403,Used,12490.66,A3
2191,Audi,2012,3.1,Hybrid,Manual,114587,Like New,97144.03,Q5
982,BMW,2009,2.0,Petrol,Manual,177125,Used,18379.2,X3
2105,Ford,2015,1.1,Hybrid,Automatic,221775,New,75006.75,Explorer
1974,Toyota,2020,4.0,Petrol,Manual,115316,New,18246.64,Prius
364,Mercedes,2013,6.0,Diesel,Manual,99372,Used,20924.09,E-Class
1620,Honda,2011,1.1,Petrol,Automatic,63472,Like New,88058.22,CR-V
183,Mercedes,2006,3.7,Diesel,Automatic,180160,Used,75817.98,GLA
986,Honda,2006,3.8,Petrol,Automatic,112909,New,72934.63,Fit
1388,Audi,2017,1.3,Diesel,Manual,79062,Like New,66972.89,Q5
2120,Honda,2023,2.8,Hybrid,Automatic,36744,Like New,20578.86,Accord
2076,Tesla,2017,4.8,Diesel,Automatic,227300,Used,84522.07,Model 3
188,Tesla,2006,1.7,Petrol,Automatic,187223,Like New,86918.81,Model Y
620,Audi,2002,2.9,Electric,Manual,93449,Like New,98153.0,Q7
1122,Tesla,2017,4.5,Electric,Manual,148051,Used,15692.68,Model X
615,Honda,2007,4.9,Diesel,Automatic,81588,Used,49129.29,Fit
2196,Mercedes,2023,1.3,Hybrid,Manual,94020,Like New,19850.14,C-Class
995,Toyota,2007,4.8,Electric,Manual,42923,New,86765.44,RAV4
2034,Honda,2021,3.9,Diesel,Manual,280558,New,28113.77,Fit
372,Mercedes,2020,5.6,Electric,Manual,148843,New,94771.69,GLA
1339,Mercedes,2009,5.7,Electric,Manual,29986,Used,46445.54,E-Class
594,Mercedes,2007,3.5,Petrol,Manual,291409,Used,34545.98,C-Class
727,Audi,2020,1.2,Diesel,Automatic,279707,Used,14086.62,A3
1843,Honda,2004,5.4,Petrol,Automatic,294120,Like New,35945.02,Accord
688,Toyota,2014,2.0,Diesel,Automatic,105153,New,52045.44,Corolla
1661,Audi,2014,4.7,Electric,Manual,8078,Like New,29039.01,A4
137,Tesla,2014,4.4,Electric,Automatic,204580,Used,7292.61,Model 3
629,Ford,2009,5.8,Hybrid,Automatic,205459,Used,23370.97,Explorer
335,Audi,2007,6.0,Hybrid,Manual,270888,New,14031.19,Q7
1481,Toyota,2000,4.3,Hybrid,Automatic,10204,New,71574.06,Prius
2237,Ford,2003,3.2,Electric,Manual,208794,Used,53471.55,Fiesta
1110,Mercedes,2011,5.1,Electric,Automatic,168204,New,96219.59,GLC
1361,BMW,2012,1.9,Hybrid,Automatic,38311,New,56596.24,3 Series
1787,Audi,2013,4.1,Hybrid,Automatic,125349,Used,59265.27,Q7
711,Honda,2007,4.3,Petrol,Manual,221516,Used,59761.79,CR-V
1040,Audi,2017,1.3,Petrol,Automatic,277169,New,71072.92,A4
1309,Mercedes,2011,2.9,Hybrid,Automatic,89779,Like New,24927.06,GLC
1775,Tesla,2019,2.8,Electric,Automatic,249863,New,9963.15,Model X
2299,Tesla,2009,4.1,Diesel,Automatic,118523,Like New,29374.46,Model 3
1113,Tesla,2023,3.0,Electric,Manual,64186,Used,58543.58,Model Y
466,Audi,2008,2.5,Electric,Manual,39759,Used,58953.97,Q7
1360,Tesla,2010,1.5,Petrol,Manual,137687,Used,22743.84,Model S
2472,Toyota,2009,3.3,Petrol,Manual,87342,Used,51779.02,Corolla
2146,Mercedes,2009,4.8,Electric,Manual,216249,New,57124.3,E-Class
1105,Tesla,2020,3.2,Electric,Automatic,134288,Like New,85431.19,Model S
1387,Honda,2019,5.3,Diesel,Manual,182643,Used,10930.39,CR-V
2000,Honda,2003,2.7,Diesel,Manual,235835,Used,54051.23,Accord
1452,Tesla,2012,1.1,Diesel,Manual,47020,Used,61179.02,Model Y
2092,Mercedes,2022,2.1,Petrol,Manual,110879,Used,32265.3,E-Class
1860,Mercedes,2004,2.1,Electric,Manual,50551,New,51393.69,C-Class
1171,Mercedes,2018,4.5,Diesel,Automatic,49086,New,70807.2,C-Class
2099,Mercedes,2018,2.0,Petrol,Automatic,106960,New,6986.1,GLA
817,BMW,2021,5.4,Electric,Manual,117556,Used,8000.2,5 Series
1068,Tesla,2008,1.1,Electric,Manual,214601,New,73407.43,Model X
275,Tesla,2005,4.2,Electric,Automatic,228978,Like New,54262.42,Model S
1702,Honda,2000,2.7,Electric,Manual,284331,Used,34378.61,Civic
866,Ford,2017,2.1,Petrol,Manual,115871,Like New,82953.33,Explorer
102,Tesla,2011,3.0,Electric,Manual,242721,Like New,80199.63,Model S
1614,Honda,2005,2.2,Petrol,Automatic,197105,Like New,94888.77,Civic
108,Honda,2016,1.9,Diesel,Manual,279773,New,30027.06,Accord
2489,BMW,2019,1.6,Petrol,Automatic,222129,Like New,16102.78,X3
1484,Toyota,2018,1.1,Electric,Automatic,102903,Used,39768.76,Prius
1362,BMW,2013,5.0,Diesel,Manual,103187,Like New,98710.52,X5
1223,Ford,2010,3.7,Diesel,Automatic,296751,Used,85537.04,Fiesta
1369,BMW,2007,2.7,Hybrid,Manual,79599,Like New,93569.04,X5
2173,Tesla,2003,5.9,Hybrid,Automatic,88757,New,46995.77,Model S
2373,Ford,2007,3.3,Electric,Manual,117486,New,26994.12,Fiesta
1500,Mercedes,2011,2.1,Diesel,Manual,944,Like New,77932.45,C-Class
713,Audi,2015,3.0,Electric,Manual,201610,Used,73497.0,A4
73,BMW,2012,2.9,Petrol,Manual,254084,Used,68037.91,X5
1801,Honda,2016,4.0,Electric,Manual,91472,New,98026.37,Accord
2404,Honda,2017,2.6,Hybrid,Automatic,279333,Used,82791.22,CR-V
482,Honda,2007,3.8,Hybrid,Automatic,69803,Like New,69777.93,Fit
1666,Ford,2021,5.6,Hybrid,Automatic,212650,Used,32130.83,Fiesta
1420,Audi,2006,2.8,Petrol,Manual,259820,Used,28322.67,A4
1172,Mercedes,2000,2.7,Hybrid,Automatic,149979,Like New,29078.1,E-Class
2023,Audi,2007,1.2,Hybrid,Manual,78038,New,7283.66,A4
1442,Honda,2016,5.7,Diesel,Manual,108806,Used,39585.97,CR-V
406,Ford,2006,4.5,Diesel,Automatic,220868,Like New,86434.03,Explorer
758,Honda,2019,1.4,Hybrid,Manual,16427,Like New,93519.38,Accord
1363,Audi,2012,4.4,Hybrid,Automatic,285578,Used,46076.33,Q5
1621,Ford,2019,3.7,Hybrid,Automatic,205320,New,10665.76,Mustang
1612,BMW,2013,4.2,Diesel,Manual,272672,New,97511.18,X3
2221,Honda,2008,1.5,Diesel,Manual,282744,Like New,25545.61,CR-V
744,Honda,2001,3.3,Electric,Automatic,194894,Like New,11604.55,Fit
807,Toyota,2003,1.2,Hybrid,Automatic,118643,Used,13780.0,Corolla
2309,Tesla,2015,3.9,Electric,Automatic,158273,Like New,18014.7,Model S
1318,Ford,2007,3.8,Diesel,Automatic,283590,New,41869.16,Fiesta
1897,Ford,2023,3.4,Petrol,Automatic,162812,New,61688.81,Focus
1507,Ford,2004,4.8,Petrol,Automatic,104087,Like New,24529.31,Focus
149,Audi,2010,1.8,Petrol,Automatic,21381,Used,43341.0,Q7
2112,Toyota,2007,5.6,Petrol,Manual,29756,Like New,47044.23,Prius
1437,Toyota,2022,3.5,Petrol,Manual,244413,Used,98496.67,RAV4
693,Mercedes,2022,1.6,Diesel,Manual,221171,New,66704.98,GLC
819,Audi,2000,5.6,Petrol,Automatic,254809,Used,74765.48,Q7
1757,Toyota,2018,3.7,Electric,Manual,220421,Used,25004.89,Corolla
1654,Mercedes,2000,1.3,Hybrid,Automatic,269284,Used,60495.36,GLA
1715,BMW,2002,3.8,Diesel,Automatic,289884,Used,86087.85,X3
702,Ford,2002,1.6,Hybrid,Automatic,17718,Like New,78846.68,Fiesta
2212,Mercedes,2003,2.7,Hybrid,Manual,181136,Used,21664.07,C-Class
922,Audi,2011,5.4,Electric,Manual,102261,New,62043.29,Q5
906,Mercedes,2003,4.5,Petrol,Automatic,83721,New,42677.58,GLC
455,Toyota,2018,2.3,Hybrid,Manual,118368,New,28940.54,RAV4
2394,Audi,2023,2.2,Diesel,Automatic,191324,Used,45658.69,Q7
1794,Tesla,2011,5.0,Hybrid,Manual,38575,New,11933.46,Model 3
1229,Toyota,2003,1.7,Electric,Manual,102652,Used,69401.54,Prius
168,Ford,2020,2.2,Diesel,Automatic,158731,New,92444.87,Explorer
731,Mercedes,2008,1.9,Hybrid,Manual,215494,Like New,32010.37,GLC
1579,Ford,2002,4.4,Petrol,Automatic,21050,Used,25450.91,Explorer
27,BMW,2009,1.9,Electric,Manual,199756,Used,46800.6,X3
